time,price
1628337044992,3084.3
1628337105420,3087.8
1628337165829,3090.91
1628337226251,3089.65
1628337286672,3088.48
1628337347713,3090.45
1628337408123,3103.46
1628337468556,3106.23
1628337528961,3105.69
1628337589393,3107
1628337649807,3099.69
1628337710839,3110.62
1628337771260,3107.73
1628337831672,3111.8
1628337892091,3117.55
1628337952508,3128
1628338012945,3141.5
1628338073976,3137.36
1628338134390,3137.19
1628338194729,3128.43
1628338255161,3129.67
1628338315498,3133.65
1628338375918,3132.26
1628338436355,3127.31
1628338496748,3129.7
1628338557784,3130.66
1628338618199,3131.11
1628338678529,3128.92
1628338738947,3133.32
1628338799386,3137.75
1628338859806,3135.92
1628338920220,3132.77
1628338980657,3137.79
1628339041071,3137.66
1628339101489,3141.98
1628339161907,3156.46
1628339222330,3158.25
1628339283348,3164.86
1628339343776,3158.75
1628339404177,3154.33
1628339464518,3147.24
1628339524864,3159.79
1628339585288,3165.73
1628339645696,3161.74
1628339706103,3159.33
1628339766547,3153.44
1628339826839,3156.15
1628339887161,3151.25
1628339947587,3143.23
1628340008002,3133.98
1628340068423,3117.21
1628340128835,3107.9
1628340189258,3104.86
1628340249682,3112.11
1628340310084,3101.79
1628340370427,3089.36
1628340430835,3089.53
1628340491286,3096.79
1628340551605,3095.22
1628340612037,3093.8
1628340672455,3085
1628340732878,3091.36
1628340793312,3088.9
1628340854349,3081.06
1628340914719,3078.43
1628340975129,3070.28
1628341035540,3073.41
1628341095955,3084.76
1628341156302,3087.74
1628341216718,3091
1628341277075,3076.47
1628341337487,3074
1628341397921,3069.47
1628341458343,3071.96
1628341518757,3078.41
1628341579175,3080.39
1628341639589,3076.84
1628341699923,3078.39
1628341760365,3079.42
1628341820780,3076.59
1628341881102,3076.07
1628341941526,3076.56
1628342001967,3082.84
1628342062425,3076.35
1628342122724,3078.32
1628342183159,3082.43
1628342243585,3086.52
1628342303993,3090.12
1628342364281,3085.48
1628342424623,3088.25
1628342485049,3089.25
1628342545393,3091.19
1628342605880,3092.68
1628342666317,3099.31
1628342726706,3098.2
1628342787020,3110.46
1628342847309,3120.42
1628342907749,3118.28
1628342968178,3110.51
1628343028582,3112
1628343089001,3114.1
1628343149426,3113.25
1628343209839,3106.94
1628343270260,3102.11
1628343330671,3089.91
1628343391098,3092.22
1628343451508,3102.36
1628343511927,3103.06
1628343572354,3102.27
1628343632762,3095.01
1628343693159,3095.72
1628343753447,3091.65
1628343814409,3086.01
1628343875266,3086.37
1628343935674,3082.28
1628343996083,3083.22
1628344056512,3080.31
1628344116814,3072.54
1628344177150,3077.17
1628344237551,3082.44
1628344297966,3078.16
1628344359008,3075.75
1628344419421,3074.35
1628344479835,3071.7
1628344540258,3075.61
1628344600563,3078.56
1628344660883,3075.71
1628344721298,3068.98
1628344781719,3062.59
1628344842134,3069.63
1628344902547,3071.55
1628344962968,3071.24
1628345023382,3075.83
1628345083782,3080.58
1628345144074,3081.27
1628345204425,3077.01
1628345264743,3073.66
1628345325059,3074.99
1628345385489,3080.4
1628345445885,3081.28
1628345506312,3083.13
1628345567339,3082.72
1628345628382,3081.57
1628345688781,3077.18
1628345749199,3080.26
1628345809628,3087.16
1628345870031,3084.12
1628345930453,3087.72
1628345990870,3085.95
1628346051316,3085.99
1628346111702,3084.03
1628346172117,3088.48
1628346232530,3088.76
1628346292949,3093.2
1628346353379,3091.88
1628346413782,3086.07
1628346474165,3086.97
1628346534456,3087.01
1628346594841,3086.39
1628346655149,3079.99
1628346715470,3077.5
1628346775877,3078.63
1628346836804,3079.8
1628346897095,3080.56
1628346957537,3088.21
1628347017963,3098.37
1628347078375,3092.72
1628347138668,3096.74
1628347198996,3098.3
1628347260043,3094.41
1628347320461,3090.66
1628347380871,3093.49
1628347441907,3092.36
1628347502324,3084.03
1628347562742,3084.74
1628347623069,3079.89
1628347683360,3083.87
1628347743681,3081.81
1628347803975,3081.54
1628347864407,3080.77
1628347924825,3085.26
1628347985271,3084.48
1628348045660,3083.74
1628348106088,3081.38
1628348166388,3078.67
1628348226704,3074.94
1628348287119,3083.44
1628348347537,3083.68
1628348407970,3083.01
1628348468376,3080.01
1628348528806,3077.83
1628348589209,3074.9
1628348649639,3068.23
1628348710056,3072.97
1628348770461,3076.16
1628348830873,3080.38
1628348891291,3081.63
1628348951725,3082.3
1628349012744,3089.69
1628349073034,3094.58
1628349133379,3099.34
1628349194414,3105.83
1628349254825,3101.52
1628349315194,3101.82
1628349375505,3098.3
1628349435803,3097.52
1628349496274,3097.02
1628349557193,3101.73
1628349617504,3100.8
1628349677909,3102.52
1628349738339,3100.3
1628349798737,3096.87
1628349859165,3097.79
1628349919576,3089.46
1628349979988,3094.25
1628350040389,3099.28
1628350100810,3100.01
1628350161220,3097.63
1628350221626,3097.59
1628350282043,3096.61
1628350342331,3097
1628350402669,3092.44
1628350463090,3093.5
1628350523510,3091.09
1628350583923,3092.68
1628350644314,3093.86
1628350704760,3096.36
1628350765160,3098.96
1628350825575,3099.95
1628350885997,3098.97
1628350946304,3096.57
1628351006628,3096.78
1628351066934,3092.43
1628351127222,3095.75
1628351187563,3090.31
1628351247879,3085.76
1628351308170,3085
1628351368498,3083.07
1628351428917,3086.78
1628351489348,3088.21
1628351549756,3092.1
1628351610181,3085.55
1628351670595,3078.15
1628351731013,3083.22
1628351791439,3081.55
1628351851755,3082.13
1628351912691,3083.25
1628351973098,3084.15
1628352033424,3083.44
1628352093720,3082.22
1628352154065,3081.7
1628352214368,3071.42
1628352274787,3062.67
1628352335204,3050.15
1628352395519,3050.44
1628352455835,3035.83
1628352516254,3047.02
1628352576684,3044.8
1628352637089,3056.29
1628352697516,3063.3
1628352757930,3054.64
1628352818339,3046.18
1628352878758,3045.87
1628352939170,3054.56
1628352999596,3043.93
1628353060013,3029.69
1628353121052,3025.99
1628353181460,3031.1
1628353241873,3002.42
1628353302292,3013.22
1628353362708,3014.15
1628353423134,3013.98
1628353483541,3022.81
1628353543967,3024.8
1628353604264,3023.93
1628353664558,3019.25
1628353724918,3019.66
1628353785222,3018.87
1628353845639,3025
1628353905929,3025.95
1628353966228,3028.37
1628354026518,3025
1628354086816,3030.24
1628354147156,3033.17
1628354207442,3035.06
1628354267762,3039.03
1628354328060,3073.49
1628354388470,3068.12
1628354448787,3064.88
1628354509077,3068.61
1628354569412,3066.2
1628354629708,3072.87
1628354690057,3070.94
1628354750470,3080.61
1628354810886,3086.95
1628354871923,3081.89
1628354932332,3080.82
1628354992748,3086.02
1628355053164,3084.13
1628355113592,3082.31
1628355173898,3080.2
1628355234229,3081.29
1628355294641,3086.41
1628355354945,3088.87
1628355415274,3084.27
1628355476304,3086.19
1628355536716,3089.52
1628355597010,3090.24
1628355657348,3082.22
1628355717779,3084.12
1628355778174,3088.55
1628355838597,3087
1628355899014,3088.25
1628355959437,3086.48
1628356019855,3085.26
1628356080266,3083.33
1628356140681,3084.14
1628356201097,3080.34
1628356261525,3079.53
1628356321939,3076.62
1628356382253,3069.54
1628356442562,3071.66
1628356502989,3073.59
1628356563403,3064.52
1628356623820,3052.07
1628356684221,3059.16
1628356744503,3064.41
1628356804844,3058.58
1628356865266,3063.81
1628356925554,3064.41
1628356985887,3060.93
1628357046309,3065.5
1628357106715,3062.63
1628357167130,3060
1628357227431,3058.02
1628357287767,3054.73
1628357348170,3059.63
1628357409423,3053.41
1628357470287,3054.4
1628357530659,3050
1628357591065,3039.29
1628357651489,3045.57
1628357712518,3040.09
